Entries,Class,,,,,,,,,,,,,,,,,,,,
bazi ürünlerde fiyatlar sisirme kabul ama mesela ben mavinin magaza ve internet sitesinde daha pahali sattigi bir kase kabanini buradan %25 daha ucuza aldim bu black friday indirimi sayesinde 100 liraya yakin bir indirim oldu benim için buradan gerizekali mavi yetkililerine de sesleniyorum madem araci üstüne kâr koyup senden aldigi ürünü bana %25 ucuza satabiliyor a beyinsiz sen neden kendin satmiyorsun mavi magazasinda deneyip trendyoldan siparis veriyoruz sayenizde ,4,,,,,,,,,,,,,,,,,,,,
ilk kez gerçekten bindirime degilde indirime denk geldigim fakat sanssizligimdan onu da kaçirdigim site harley davidson botlarda gerçek satis fiyatlari üzerinden tüm botlari 289 lira yapmislar daha bu haftasonu 459 liraya harley davidson riddick aldim boynerin magazasindan az önce sözlükteki reklamina tiklayinca içim öyle bir ciz etti ki anlatamam henüz hiç kullanmadigim botlari 30 günlük iade süresinde iade eder buradan alirim diye düsündüm fakat benim istedigim model maalesef tükenmis ilk kez böyle bir sitede gerçek bir indirime denk gelipte alamamis olmakta benim sanssizligim oldu ne diyelim saglik olsun ,4,,,,,,,,,,,,,,,,,,,,
bütün siteyi alt üst ettim 1 tane indirimli sey buldum breathe right 20 li paket 20 tl tanes 1tl ye geliyor ki iyi rakam su an piyasanin en ucuz burun bandi amme hizmeti tsk ,4,,,,,,,,,,,,,,,,,,,,
neyseki geçen hafta indirime denk gelmeden alisverisi yapip yirttigim site ,4,,,,,,,,,,,,,,,,,,,,
Kendi markasi olan trendyol man ürünlerini fason olarak kotona ürettirdiklerini düsünüyorum Ürünler bildiginiz ayni ,3,,,,,,,,,,,,,,,,,,,,
bazi ürünlerde distribütör adi vb yazmiyor bana bir çogu sahteymis gibi geliyor o yüzden Ufak tefek seyler alinabilir ama gözlük saat parfüm gibi seyler riskli ,3,,,,,,,,,,,,,,,,,,,,
kargo için firma seçimi imkani getirmedigi müddetçe uzak duracagim firma aras kargo ile muhatap olma gibi bir zorunlulugum yok benim ,3,,,,,,,,,,,,,,,,,,,,
sözde indirim yapiyorlar üsenmedim gittim bir iki markanin magazasina ve fiyatlari kontrol ettim sonuç olarak magazada indirimli fiyata satilan ürünler trendyolda sok indirim tarzi söylemlerle satiliyor inanmayin ,3,,,,,,,,,,,,,,,,,,,,
bugün polo ve hummel tshirt aldigim site gönderilen ürünler orijinal mi bazi olumsuz yorumlar okudum daha önce kullanan bilgisi olan var mi ,3,,,,,,,,,,,,,,,,,,,,
magaza gezmeyi sevmeyen biri olmadigim icin kiyafet canta vb urunler için alisveris yaptigim site daha önce hiç saat almadim ve guess collection markasindan begendigim bir saat var disaridaki saat butikleriyle arasinda 800 tl fark var orijinalligi konusunda bu isleri bilen biri yesillendirebilir mi almaya cekiniyorum orijinalse uyguna almak istiyorum nasil emin olabilirim ,3,,,,,,,,,,,,,,,,,,,,
internet alisverisinde en çok kullandigim site neredeyse dis macunumu bile oradan alacagim fakat markali urunleri orjinal degil maalesef birkenstock almistim ve urun sahte çikti sahtecilik taklit urunler vs isinde çalistigim için anladim yoksa anlayamazdm urunu teste gonderdim tabi hemen iade ve bir suru sikayet fakat elite uye de oldugumdan kargo da bedava alisveris yapmak pek tatli marka olmadigi surece ver siparisi gitsin ,3,,,,,,,,,,,,,,,,,,,,
adminfreshlivetv diye bir siteye yönlendiren ve kullanici adi sifre isteyen alisveris sitesi bende mi problem var anlamadim baska sitelere girisimde böyle bir problem ile karsilasmiyorum. edit ss eklendi https://hizliresimcom/qv3d1w https://i.hizliresim.com/vpm6zrpng edit 2 böyle bir bilgi buldum bilgi ,3,,,,,,,,,,,,,,,,,,,,
ürünlerin ilk etiket fiyatlarini yükselterek indirimli fiyat yapan bu sayede olmasi gerekenden daha fazla indirim orani göstererek usulsüzlük yapan online satis firmasidir bu fiyatlama operasyonu birçok markada vardir ve tamamiyle müsteri kandirmaya yöneliktir alisveris yaparken dikkatli olmanizi ve fiyat arastirmasi yapmanizi öneririm ,3,,,,,,,,,,,,,,,,,,,,
yüzde 1.06si yerli yüzde 75i çinli alibaba yüzde 23.94ü amerikalilarin olan alisveris sitesi ,3,,,,,,,,,,,,,,,,,,,,
yeni bir rezillige imza attilar amma velakin iade talebim sonuçlanmaz ise ki uzaya da gitsem davamda hakliyim ispatli delilli hem üretici firmayi hem de trendyolu buradan afise edecegim ama yukarda allah var trendyolmilla ile hiç problem yasamadim sonuçlanir ise edit ile durumu buraya yazacagim tüketici dostu olup olmadiklarini çok merak ettigim firma su anda ,3,,,,,,,,,,,,,,,,,,,,
elite olma kosulu olan 1000 liralik alisveris için gereken süreyi alti aydan üc aya indirmislerdir üzdü ,3,,,,,,,,,,,,,,,,,,,,
elite üyeliginin 3 aya indirilmesi hos olmadi ,3,,,,,,,,,,,,,,,,,,,,
bir süredir uygulamadan da siteden de açilmayan site sonunda kadinlar çökerttiler ,3,,,,,,,,,,,,,,,,,,,,
su anda lacoste de kampanyaya gitmis site amma velakin lacoste un official web sitesindeki indirimle birebir ayni indirimleri yapmaktalar örnegin lacoste un web sitesi trendyol ,3,,,,,,,,,,,,,,,,,,,,
yillardir internet alisverisi yapan biri olarak kendilerini tercih etmememin neden teslimat süresinin uzunluguydu 14 gün gibi fakat son aylarda gördüm ki kargo meselesini halletmisler ve ürün siparisten maksimum 2 gün sonra elinize ulasiyor gerçekten çok basarililar bu konuda iadelerde de hiçbir sorun yasatmadilar su ana kadar tek sorun fahis kargo ücretleri diyebilirim naçizane önerim kargo ücretleri 10 liradan daha makul bir ücrete düsmeli ve belirli bir yerden sonra kargo bedava olmali 150 lira ve üzerine vs gibi ,3,,,,,,,,,,,,,,,,,,,,
artik alibabanin bir parçasi olmustur ,3,,,,,,,,,,,,,,,,,,,,
eger gerçekten alibabanin olmussa bi zahmet kargo için 8.99 tl almak yerine free shipping yapsinlar o zaman inanirim iste bu satin almaya ,3,,,,,,,,,,,,,,,,,,,,
bu sitenin adini duyunca aklima basitlik profesyonel olmayan sistem vaktinde gelmeyen kargolar uzak durulmasi gereken bir site vs geliyordu eger alibaba durumu kesinlestiyse acilen bastan asagiya kadar kendi kalitesini getirsin de gönül rahatligiyla alisveris yapalim ,3,,,,,,,,,,,,,,,,,,,,
alibaba satin almis ,3,,,,,,,,,,,,,,,,,,,,
sirf kargo ücretli diye hiç alisveris yapmadim buradan almak istedigim ürünler duruyor öyle ,3,,,,,,,,,,,,,,,,,,,,
iyi kötü söyleyecek çok sey bulurum da arkadas 300 liralik alisveris yapmisim hala kargo ücreti ödüyorum bu çok sinir bozucu bir durum her dakika kargo bedava vs kampanyalarini mi takip edeyim yani kargo ücretinin can siktigi site evet ,3,,,,,,,,,,,,,,,,,,,,
dün 319 tllik parfüm aldim 9 tl kargo ödedim anasini siktigimin sitesine ayiptir amk ,3,,,,,,,,,,,,,,,,,,,,
amk 700liraya aldigim guerlain parfumu 200tlye satiyor 500lira verdigim yslyi de 150ye falan ya beymen beni sikiyor ya bunlarin sattuklari sahte ,3,,,,,,,,,,,,,,,,,,,,
firsat sitesi gibi bir algi yaratsa da aslinda öyle olmayan alisveris sitesidir sattigi markanin ayni ürününü çok kez kendi sitesine de girip karsilastirdim ve ya ayni ya da daha pahali bir fiyattan sattiklarini gördüm ilk basta yarattiklari firsat sitesi algisini kullanarak insanlar nasil olsa saglama yapmaz diye düsünerek ilerliyorlar sanirim ,3,,,,,,,,,,,,,,,,,,,,
bir zamanlar özel davetiyeyle sisteme girilebilen outlet ürünlerin uygun fiyata satisa sunuldugu firsat sitesinden su anda altini taksitle satan alisveris sitesine dönmüs bence çinlilere tam zamaninda itelenmistir bir daha bu kadar yüksek degeri asla göremez ,3,,,,,,,,,,,,,,,,,,,,
kaç ay önce hatirlamiyorum elite üye ayricaligini 6 aydan 3 aya indirdiler yuh dedim önceden elite kargo bedavaydi ona da limit gelmis 20 lira ve üstüne kargo bedavaymis iyice kaziklama yoluna girdiler hayir alisverislerime baktim hep 20 lira üstü ama böyle bir kisitlama adamin asabini bozuyor 19 olan seye 9 lira kargo parasi ekliyor artik yazik bari utan 9 lira kargo parasi ne ,3,,,,,,,,,,,,,,,,,,,,
burada satilan parfümler sahte mi gerçek mi yesillenirsem sevinirim edit sag olsun yazarlar hemen cevap verip orijinal oldugunu ilettiler bes yazardan aldigim mesajlarin hepside hemfikir süphede olan arkadaslara duyurulur ,3,,,,,,,,,,,,,,,,,,,,
instagram reklamlarinda gördügüm kadariyla headcrab satiyorlarmis ,3,,,,,,,,,,,,,,,,,,,,
yaklasik 1 saattir erisilemez durumda ne web sitesi ne de uygulamalar çalismiyor ,3,,,,,,,,,,,,,,,,,,,,
satilan tüm ürünlerde tükendi yazisi çikiyor bunun 3 sebebi olabilir ya fiyatlarda artis yapilacak ya teknik bir sikinti yasiyorlar ya da firma iflas etmis durumda ,3,,,,,,,,,,,,,,,,,,,,
kurulusundan bu yana rahat bi 7 veya 8 sene olmustur her isim düstügünde trend yolu olaymis bari refahyol koalisyonu der gibi ne biçim isimler bunlar ehöhe mehöhe diye agzimi ayira ayira gülerken az önce anlaminin trendy ol oldugunu idrak edebildigim site bir yasima daha girdim lan fosfor eksikligi çok önemli bir konuymus takviyeye baslayayim bari ,3,,,,,,,,,,,,,,,,,,,,
söyle enteresan bir ürün satan ve benim facebook reklamlarinda hö diye bakisip kalmami saglayan sitedir kendileri tesettür mayo ,3,,,,,,,,,,,,,,,,,,,,
çakma psikolog çagla düvenci sönmez ile çalisan eticaret sitesi ,3,,,,,,,,,,,,,,,,,,,,
ne zaman ki yurtiçi kargo ile çalismayi birakirlar o zaman alisveris yaparim ,3,,,,,,,,,,,,,,,,,,,,
ekonomik krizin etkilerini elite uyeleri de gorduler bundan bir veya bir bucuk ay kadar once elite uyelere tum alisverislerde ucretsiz kargo hakki veriliyordu gectigimiz ay icinde 20 tl ve uzeri alisverislerde ucretsiz kargo imkani olarak guncelleme yapildi bu hafta itibari ile elite uyeler yalniz 50tl ve uzeri alisverislerinde ucretsiz kargo imkanindan faydalanabiliyorlar kriz her yeri delik desik ediyor sonradan gelen edit ekim 2018 ortasindan sonra 20 tl ve uzerindeki alisverislerde kargo bedava diye duzenleme yapildi ,3,,,,,,,,,,,,,,,,,,,,
kapanmasi halinde kamu kurumlarindaki memurlarin çalisma performanslarinin %98 7 oraninda arttiracak olan e-ticaret sitesi ,3,,,,,,,,,,,,,,,,,,,,
bu aralar erkek ürünlerinden jack jonesdan geçilmeyen alisveris sitesi hayir indirim falan da yok yani ,3,,,,,,,,,,,,,,,,,,,,
2 saat 2 esofman alti siparisi verdim hepsi uygun fiyatliydi ve esofmanlar sayesinde kargo ücreti vermeyecektim özel hayatimda bilenler bilir böyle havale ücretiydi kargo ücretiydi komisyondu gibi küçük gözüken ek masraflara asiri gicik olurum hani 9 liralik kargo için 9bin liralik kafa ütülerim neyse site bana açik açik kargo ücreti almiyoruz deyip parami almis 10 gün sonra esofmanlardan bir tanesini temin edemediklerini söylediler sag olsunlar 20 tllik asla kullanilamayan bir hediye çeki verdiler bir de parami geri iade ettiler sorun yok buraya kadar bi 10 gün sonra da ikinci esofmanimin temin edilemedigini söylediler ne olduysa orada oldu çünkü parami iade ederlerken 8.99luk kargo parasini almislar umut ediyorum ki bu terbiyesizlikten vazgeçer d smart gibi alçaklik yapmazlar edit an itibariyle mail attilar hata olmus düzeltecegiz dediler buradan trendyola tesekkür ediyorum güvenimi bosa çikarmadiklari için ,3,,,,,,,,,,,,,,,,,,,,
bugüne kadar yaptigim alisverislerde sorun yasamadigim fakat artik alisveris yapamadigim site önceden de mi böyleydi hatirlayamiyorum fakat onlarca butik butikte binlerce ürün kaydir kaydir içim sisip yarida çikiyorum filitre kullan aa kizim derseniz de pek bir degilen olmuyor fiyat araligina göre de siralama olmali bir de artik avm ye git ürün dene çok külfet geliyor geçen burada fiyatini görüp begendigim colins sweatleri gidip magazadan baska bir seye bakip zaman kaybetmeden aldim çikim öyle de bir faydasi var ,3,,,,,,,,,,,,,,,,,,,,
9-10-11 kasim tarihlerinde dev indirim yapacakmis yine sevdigim markalardan istedigim bir sürü ürün indirime girecek ve sabahin 7sinde zangoç gibi dikilen vatan hainleri istila edip hepsini kapisacak herkes kredi kartina yüklenecek ve sonra aylarca sabah 6 aksam 8 mesaide çalisarak o kart ekstresini ödemeye çalisacak su an böyle yaparak alamama ihtimalime karsin durumu kendi açimdan orantilamis oldum çok mutluyum en azindan param yoksa almayacagim ,3,,,,,,,,,,,,,,,,,,,,
burdan aldigim jack jones kazak bayagi defolu çikti neyse ki kolay iade sistemiyle iade ettim hiç sikinti çikmadi kimseyle muhatap olmadan site üzerinden hallediliyor hersey ,3,,,,,,,,,,,,,,,,,,,,
önce zam yapmislar sonra üzerinden indirim yapmislar yine geçenlerde 63.95e polo sweat shirt almistim sitelerinden bugün ayni ürünün fiyati 79.95 sepette %30 indirim var yani simdiki fiyati 64.95 türk lirasi 1 lira da bindirmisler edit arkadaslar uyardi 55.95e gelmesi lazim diye hesap dogru ama kargo ücreti ekleniyor kargo ücretsizdi ben aldigimda ,3,,,,,,,,,,,,,,,,,,,,
2 gün önce bugün ,3,,,,,,,,,,,,,,,,,,,,
yakin zamanda alibabaya satilacagi söylenen site sanirim son zamanlarda her yerde karsimiza çikma sebebi de satis öncesi ciroyu tavana vurdurup yüksek fiyattan çinlilere kaptirma çabasidir daha önce yazilmamistir umarim ,3,,,,,,,,,,,,,,,,,,,,
1 ay önce polo marka gömlegi markanin kendi sitesinden 89 liraya almistim simdi ayni gömlege trendyolda 200 lira yazip indirimle fiyatini 159 lira yapmislar bahsedilen sepette %30 indirimle de fiyat 120 liraya düsmekte tanim güvenli site fakat indirimleri palavra ,3,,,,,,,,,,,,,,,,,,,,
su saate kadar 28 milyon ciro yapmis diyolar ,3,,,,,,,,,,,,,,,,,,,,
black fridaydeki hepsiburada.comu hatirlatan site ,3,,,,,,,,,,,,,,,,,,,,
bu arada 9-10-11 kasimda yaptiklari kampanyanin sebebi n11in 11.11 temali büyük ses getiren kampanyasidir hatta öyle tek gün olmaz kampanya dedigin 3 gün olur diye de süslemisler n11 çalisanlari 1 haftadir ofiste yatip kalkmakta heyecan dorukta sonra linkedin hesaplarindan gerçeklesen rakamlari izleyecegiz bir süre ,3,,,,,,,,,,,,,,,,,,,,
9-10-11 kasim tarihlerinde kampanya yapmalarinin sebebi uydurulanin aksine n11in yaptigi alibaba çakmasi kampanya degil firmanin asil sahibi olan alibaba.comun bekarlar gününe özel dünya çapinda büyük ses getiren 25 milyar dolarlik satis yaptigi kampanyalardir cehalet kötü bir sey arkadaslar kaynak bol internet eriselebilir okuyun arastirin götünüzden uydurmayin okumak isterseniz link: https://techcrunch.com/hes-its-singles-day-record ,3,,,,,,,,,,,,,,,,,,,,
en çok tüketilen ürünlere biraz indirim yapiyorlar insanlar sepete atmaya baslayinca önüne geçemiyor haliyle diger yerden sisirdikleri fiyatlarla ayni fiyata denk geyiriyorlar bu sanal marketler vs yokken matketler bu tuzagi muzla yaparlardi insanlar bakardi muz ucuzlamis hersey ucuzmus gibi gömülürlerdi alisverise maymun istahimiz hiç kesilmiyor ,3,,,,,,,,,,,,,,,,,,,,
sirketlerden %17 kar payi almaktadir ,3,,,,,,,,,,,,,,,,,,,,
fiyatlar diger siteler ile ayni sanirim giden zamanima üzüldüm ,3,,,,,,,,,,,,,,,,,,,,
indirimli alisveris yapmak için siki takip edilmesi gereken alisveris sitesi temmuz ayinda aldigim parfüm simdi indirimli fiyatiyla 100 lira daha pahali insan bazen hayret ediyor ,3,,,,,,,,,,,,,,,,,,,,
geçen hafta fiyati 40 tl olan kazak su an sepetin yarisi bedava olarak 70 tl gözükmekte. iyi ki geçen hafta almamisim yoksa bu indirimi görünce üzülürdüm ,3,,,,,,,,,,,,,,,,,,,,
hiçbir sey yapmadan 11 kasim tarihinin kazanani olmus alisveris platformu bkz 10 kasim 2018 n11.com rezaleti ,3,,,,,,,,,,,,,,,,,,,,
n11 pr sirketiyle anlasmis e-ticaret platformu ,3,,,,,,,,,,,,,,,,,,,,
indirim bindirime bir örnek de benden apple watch series 3 bakiyorum %39 oldugu iddia edilen bir indirimle 2999 tlden 1832ye düsmüs applein kendi sitesinde ürün 2149 tl yani gerçek indirim orani %15 bu da fena bir oran olmamakla birlikte yalan söylendigi gerçegini degistirmiyor ,3,,,,,,,,,,,,,,,,,,,,
her gün indirim var diye ürünleri evirir çevirir boyar sular gene hep ayni fiyattan satmaya çalisir ulan bari gerçekten 5 veya 10 tl indirim yapin da millet sevke gelsin ,3,,,,,,,,,,,,,,,,,,,,
an itibari ile yaptigi kampanya alt yapisini karsilamayan site girilmeyen kampanya yapmislar ,3,,,,,,,,,,,,,,,,,,,,
indirim gününde en populer kategorisi http/11 service unavailable olan firma altyapisi ilk 5 dkda çöktü ,3,,,,,,,,,,,,,,,,,,,,
allahin delileri nasil abandiysaniz siteyi çökertmissiniz ,3,,,,,,,,,,,,,,,,,,,,
son 15 dakikadir mobilden bir türlü ulasilamayan site ,3,,,,,,,,,,,,,,,,,,,,
çöktü galiba ,3,,,,,,,,,,,,,,,,,,,,
günlerdir her yerde yaptiklari bitmek tükenmek bilmeyen reklamlardan sonra baslattiklari efsane günler indiriminde 5 dakika sonra site çökmüstür ,3,,,,,,,,,,,,,,,,,,,,
efsane cuma kampanyasi çökerti sanirim siteyi ,3,,,,,,,,,,,,,,,,,,,,
takip ettigim ürünlerin fiyati artmis edit ürünlerin hepsinin fiyati artirilmis ,3,,,,,,,,,,,,,,,,,,,,
ozel indirim gunlerinden once geliyoruz aglatacagiz inletecegiz diyen ancak gun gelince normal indirimlerden farki olmayan site ,3,,,,,,,,,,,,,,,,,,,,
çok iyi bir algi operasyonu yapan alisveris sitesi uygulamadan giris yapilamiyor ,3,,,,,,,,,,,,,,,,,,,,
allah sonunu n11e benzetmis bunun da serverlar bir sapitmis sanki sfhjksfhjk ,3,,,,,,,,,,,,,,,,,,,,
sepete attik ayakkabiyi da gerisi gelmiyor ödeme bilgilerini girdikten sonra sistemden bi hatadan dolayi islem yapilamiyor diyor bakin o sneakari alamazsam üyeligi silerim scroll indire indire basim döndü edit pumanin sitesinde 500den 250ye düsen puma clyde sneakeri 200e aldim ,3,,,,,,,,,,,,,,,,,,,,
gece gece milleti uykusundan etmis anlasilan bkz bölüm sonu canavari ,3,,,,,,,,,,,,,,,,,,,,
adinin çikis noktasinin trendy ol mu yoksa trend yol mu oldugunu merak ettigim online satis firmasidir ,3,,,,,,,,,,,,,,,,,,,,
bu site zaten hep böyleydi ki sepette %20 indirim der fiyati 125 lira yapar 100 lira üzerine sepette 30 lira indirim der fiyati 130 lira yapar sepetin yarisi veya ikincisi bedava der fiyati 200 lira yapar yani bir sekilde ürünlerin fiyatlari sabittir kampanya degisir. kazagi 100 liraya satacaksa her türlü 100 lira olacak sekilde ayarlar hala sasiranlarin hatta inananlarin olmasi ilginç ,3,,,,,,,,,,,,,,,,,,,,
bkz trendyol teyzesi ,3,,,,,,,,,,,,,,,,,,,,
eskiden çingeneler gelirdi bir kumasin fiyatina önce çok yüksek rakam söyler sonra indikçe inerlerdidi o kadar ki 100 liralik ürüne aydi senin gül hatrin için 1 lira olsun bile derdi ha iste ben bu sayfayi o çingenlere benzetiyorum ama bizim elit eksiciler çingeneyi küçümser buraya agizlarinin suyunu akitirlar ,3,,,,,,,,,,,,,,,,,,,,
